"name"	"taxRank"	"taxID"	"Max"	"barcode18.cladeReads"	"barcode19.cladeReads"	"barcode20.cladeReads"	"barcode21.cladeReads"	"barcode22.cladeReads"	"barcode23.cladeReads"	"barcode24.cladeReads"	"Max.1"	"barcode18.cladeReads.."	"barcode19.cladeReads.."	"barcode20.cladeReads.."	"barcode21.cladeReads.."	"barcode22.cladeReads.."	"barcode23.cladeReads.."	"barcode24.cladeReads.."	"lineage"
"Acinetobacter sp. 10FS3-1"	"S"	2563897	3094	NA	NA	499	899	913	954	3094	0.07045	NA	NA	0.005591	0.01023	0.01038	0.01088	0.07045	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. Z1"	"S"	2953738	1228	NA	NA	387	316	313	305	1228	0.02796	NA	NA	0.004336	0.003594	0.003559	0.003477	0.02796	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. LoGeW2-3"	"S"	1808001	1898	NA	NA	355	299	251	227	1898	0.04322	NA	NA	0.003977	0.003401	0.002854	0.002588	0.04322	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. Marseille-Q1620"	"S"	2714110	2099	NA	NA	321	288	273	301	2099	0.04779	NA	NA	0.003596	0.003276	0.003105	0.003431	0.04779	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. ASP199"	"S"	2773709	1614	NA	NA	314	255	247	262	1614	0.03675	NA	NA	0.003518	0.0029	0.002809	0.002987	0.03675	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. YWS30-1"	"S"	2996862	1522	NA	NA	379	473	479	418	1522	0.03466	NA	NA	0.004246	0.00538	0.005447	0.004765	0.03466	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. A7.4"	"S"	2919921	251	NA	NA	251	NA	NA	NA	NA	0.002812	NA	NA	0.002812	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. WCHAc010052"	"S"	2004647	655	NA	NA	277	212	176	211	655	0.01491	NA	NA	0.003103	0.002411	0.002001	0.002405	0.01491	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. WY4"	"S"	2708348	495	NA	NA	280	259	277	243	495	0.01127	NA	NA	0.003137	0.002946	0.00315	0.00277	0.01127	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. GSS19"	"S"	3020716	1784	NA	NA	205	255	240	236	1784	0.04062	NA	NA	0.002297	0.0029	0.002729	0.00269	0.04062	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. PK01"	"S"	2930198	9609	NA	NA	248	2706	2768	2591	9609	0.2188	NA	NA	0.002779	0.03078	0.03148	0.02954	0.2188	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. C32I"	"S"	2950074	668	NA	NA	180	201	228	202	668	0.01521	NA	NA	0.002017	0.002286	0.002593	0.002303	0.01521	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. NEB149"	"S"	2725684	1702	NA	NA	294	504	559	443	1702	0.03875	NA	NA	0.003294	0.005733	0.006357	0.00505	0.03875	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. ACNIH1"	"S"	1636603	726	NA	NA	226	327	315	284	726	0.01653	NA	NA	0.002532	0.003719	0.003582	0.003238	0.01653	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. ESL0695"	"S"	2983215	608	NA	NA	138	77	89	83	608	0.01384	NA	NA	0.001546	0.0008758	0.001012	0.0009462	0.01384	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. ANC 7201"	"S"	3035288	1341	NA	NA	166	136	170	138	1341	0.03053	NA	NA	0.00186	0.001547	0.001933	0.001573	0.03053	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. F9"	"S"	2853158	870	NA	NA	149	362	372	413	870	0.01981	NA	NA	0.001669	0.004117	0.00423	0.004708	0.01981	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. C16S1"	"S"	2609668	656	NA	NA	129	213	231	207	656	0.01494	NA	NA	0.001445	0.002423	0.002627	0.00236	0.01494	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. TAC-1"	"S"	3027470	413	NA	NA	147	141	113	115	413	0.009404	NA	NA	0.001647	0.001604	0.001285	0.001311	0.009404	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. 16"	"S"	3081771	1266	NA	NA	305	1266	1240	1266	507	0.01443	NA	NA	0.003417	0.0144	0.0141	0.01443	0.01154	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. Tol 5"	"S"	710648	714	NA	NA	148	540	577	521	714	0.01626	NA	NA	0.001658	0.006142	0.006562	0.005939	0.01626	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. NyZ410"	"S"	2929509	292	NA	NA	114	167	142	121	292	0.006649	NA	NA	0.001277	0.001899	0.001615	0.001379	0.006649	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. YT-02"	"S"	2018564	444	NA	NA	64	118	116	111	444	0.01011	NA	NA	0.000717	0.001342	0.001319	0.001265	0.01011	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. MYb10"	"S"	1827285	333	NA	NA	63	70	75	71	333	0.007582	NA	NA	0.0007058	0.0007962	0.0008529	0.0008094	0.007582	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. XS-4"	"S"	2923375	305	NA	NA	52	58	56	56	305	0.006945	NA	NA	0.0005826	0.0006597	0.0006368	0.0006384	0.006945	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. FDAARGOS_724"	"S"	2545797	513	NA	NA	81	136	133	147	513	0.01168	NA	NA	0.0009075	0.001547	0.001512	0.001676	0.01168	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. Res13-Abat-PEC07-P2-02"	"S"	2777947	141	NA	NA	62	98	94	112	141	0.003211	NA	NA	0.0006946	0.001115	0.001069	0.001277	0.003211	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter sp. Colony158"	"S"	2810070	411	NA	NA	40	NA	34	37	411	0.009358	NA	NA	0.0004482	NA	0.0003866	0.0004218	0.009358	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>unclassified&nbsp;Acinetobacter"
"Acinetobacter nosocomialis"	"S"	106654	8331	NA	NA	1499	4129	3907	3872	8331	0.1897	NA	NA	0.01679	0.04696	0.04443	0.04414	0.1897	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter seifertii"	"S"	1530123	4587	NA	NA	1000	2218	2097	2016	4587	0.1044	NA	NA	0.0112	0.02523	0.02385	0.02298	0.1044	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter calcoaceticus"	"S"	471	745	NA	NA	236	244	259	255	745	0.01696	NA	NA	0.002644	0.002775	0.002945	0.002907	0.01696	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter bouvetii"	"S"	202951	7503	NA	NA	7503	297	281	288	1304	0.08406	NA	NA	0.08406	0.003378	0.003196	0.003283	0.02969	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter indicus"	"S"	756892	9730	NA	NA	5405	5012	4918	4903	9730	0.2216	NA	NA	0.06056	0.05701	0.05593	0.05589	0.2216	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter schindleri"	"S"	108981	9120	NA	NA	2549	4162	4135	3915	9120	0.2077	NA	NA	0.02856	0.04734	0.04702	0.04463	0.2077	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter haemolyticus"	"S"	29430	4873	NA	NA	2444	3136	2908	3165	4873	0.111	NA	NA	0.02738	0.03567	0.03307	0.03608	0.111	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter cumulans"	"S"	2136182	2480	NA	NA	2247	762	788	822	2480	0.05647	NA	NA	0.02517	0.008667	0.008961	0.009371	0.05647	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter junii"	"S"	40215	19085	NA	NA	2548	19085	18287	17877	5545	0.2171	NA	NA	0.02855	0.2171	0.208	0.2038	0.1263	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter ursingii"	"S"	108980	8156	NA	NA	1766	3326	3166	3086	8156	0.1857	NA	NA	0.01979	0.03783	0.036	0.03518	0.1857	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter wuhouensis"	"S"	1879050	2941	NA	NA	1541	2287	2246	2193	2941	0.06697	NA	NA	0.01726	0.02601	0.02554	0.025	0.06697	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter chinensis"	"S"	2004650	1298	NA	NA	1298	488	453	412	773	0.0176	NA	NA	0.01454	0.005551	0.005152	0.004697	0.0176	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter variabilis"	"S"	70346	5166	NA	NA	1138	2015	1982	1920	5166	0.1176	NA	NA	0.01275	0.02292	0.02254	0.02189	0.1176	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter piscicola"	"S"	2006115	2032	NA	NA	931	743	651	651	2032	0.04627	NA	NA	0.01043	0.008451	0.007403	0.007421	0.04627	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter pseudolwoffii"	"S"	2053287	3003	NA	NA	705	1569	1530	1541	3003	0.06838	NA	NA	0.007899	0.01785	0.0174	0.01757	0.06838	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter proteolyticus"	"S"	1776741	2788	NA	NA	571	1390	1317	1276	2788	0.06348	NA	NA	0.006397	0.01581	0.01498	0.01455	0.06348	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter venetianus"	"S"	52133	2545	NA	NA	550	1186	1107	1150	2545	0.05795	NA	NA	0.006162	0.01349	0.01259	0.01311	0.05795	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter soli"	"S"	487316	8219	NA	NA	529	1231	1331	1277	8219	0.1871	NA	NA	0.005927	0.014	0.01514	0.01456	0.1871	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter radioresistens"	"S"	40216	2075	NA	NA	526	1076	1010	1071	2075	0.04725	NA	NA	0.005893	0.01224	0.01149	0.01221	0.04725	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter defluvii"	"S"	1871111	899	NA	NA	488	332	351	326	899	0.02047	NA	NA	0.005467	0.003776	0.003992	0.003716	0.02047	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter bereziniae"	"S"	106648	1190	NA	NA	449	424	415	420	1190	0.0271	NA	NA	0.00503	0.004823	0.004719	0.004788	0.0271	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter colistiniresistens"	"S"	280145	338	NA	NA	333	277	294	254	338	0.007696	NA	NA	0.003731	0.003151	0.003343	0.002896	0.007696	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter gerneri"	"S"	202952	2034	NA	NA	505	1413	1479	1341	2034	0.04631	NA	NA	0.005658	0.01607	0.01682	0.01529	0.04631	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter shaoyimingii"	"S"	2715164	765	NA	NA	268	259	287	280	765	0.01742	NA	NA	0.003003	0.002946	0.003264	0.003192	0.01742	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter tibetensis"	"S"	2943497	6628	NA	NA	233	681	647	700	6628	0.1509	NA	NA	0.00261	0.007746	0.007358	0.00798	0.1509	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter lanii"	"S"	2715163	715	NA	NA	225	215	191	189	715	0.01628	NA	NA	0.002521	0.002445	0.002172	0.002155	0.01628	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter wanghuae"	"S"	2662362	932	NA	NA	192	172	165	178	932	0.02122	NA	NA	0.002151	0.001956	0.001876	0.002029	0.02122	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter portensis"	"S"	1839785	1162	NA	NA	247	358	363	370	1162	0.02646	NA	NA	0.002767	0.004072	0.004128	0.004218	0.02646	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter equi"	"S"	1324350	960	NA	NA	169	374	352	306	960	0.02186	NA	NA	0.001893	0.004254	0.004003	0.003488	0.02186	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter septicus"	"S"	465797	619	NA	NA	192	380	374	345	619	0.01409	NA	NA	0.002151	0.004322	0.004253	0.003933	0.01409	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter larvae"	"S"	1789224	264	NA	NA	142	124	129	123	264	0.006011	NA	NA	0.001591	0.00141	0.001467	0.001402	0.006011	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter guillouiae"	"S"	106649	484	NA	NA	150	230	232	222	484	0.01102	NA	NA	0.001681	0.002616	0.002638	0.002531	0.01102	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter dispersus"	"S"	70348	274	NA	NA	130	264	227	274	266	0.006057	NA	NA	0.001456	0.003003	0.002581	0.003124	0.006057	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter vivianii"	"S"	1776742	378	NA	NA	108	124	98	115	378	0.008607	NA	NA	0.00121	0.00141	0.001114	0.001311	0.008607	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter baylyi"	"S"	202950	558	NA	NA	102	96	106	60	558	0.01271	NA	NA	0.001143	0.001092	0.001205	0.000684	0.01271	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Acinetobacter terrestris"	"S"	2529843	508	NA	NA	70	185	223	169	508	0.01157	NA	NA	0.0007843	0.002104	0.002536	0.001927	0.01157	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;Taxon&nbsp;24"
"Acinetobacter oleivorans"	"S"	1148157	91	NA	NA	44	NA	38	47	91	0.002072	NA	NA	0.000493	NA	0.0004321	0.0005358	0.002072	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Acinetobacter"
"Moraxella osloensis"	"S"	34062	1021	NA	NA	456	348	373	345	1021	0.02325	NA	NA	0.005109	0.003958	0.004242	0.003933	0.02325	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Moraxella"
"Moraxella bovoculi"	"S"	386891	85	NA	NA	85	NA	NA	NA	NA	0.0009523	NA	NA	0.0009523	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Moraxella"
"Moraxella bovis"	"S"	476	69	NA	NA	69	48	58	63	NA	0.0007731	NA	NA	0.0007731	0.000546	0.0006596	0.0007182	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Moraxella"
"Moraxella sp. ZY210820"	"S"	2904123	63	NA	NA	63	NA	NA	NA	NA	0.0007058	NA	NA	0.0007058	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Moraxella>unclassified&nbsp;Moraxella"
"Moraxella nasicaprae"	"S"	2904122	38	NA	NA	38	NA	NA	NA	NA	0.0004257	NA	NA	0.0004257	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Moraxella"
"Psychrobacter sp. van23A"	"S"	3064892	202	NA	NA	99	71	67	64	202	0.0046	NA	NA	0.001109	0.0008076	0.0007619	0.0007296	0.0046	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter>unclassified&nbsp;Psychrobacter"
"Psychrobacter sp. WY6"	"S"	2708350	81	NA	NA	81	NA	NA	NA	NA	0.0009075	NA	NA	0.0009075	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter>unclassified&nbsp;Psychrobacter"
"Psychrobacter sp. M13"	"S"	3067275	39	NA	NA	39	NA	NA	NA	NA	0.0004369	NA	NA	0.0004369	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter>unclassified&nbsp;Psychrobacter"
"Psychrobacter sp. P11G3"	"S"	1699623	57	NA	NA	57	NA	NA	NA	NA	0.0006386	NA	NA	0.0006386	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter>unclassified&nbsp;Psychrobacter"
"Psychrobacter sp. LV10R520-6"	"S"	1415574	32	NA	NA	32	NA	NA	NA	NA	0.0003585	NA	NA	0.0003585	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter>unclassified&nbsp;Psychrobacter"
"Psychrobacter sanguinis"	"S"	861445	264	NA	NA	88	NA	NA	NA	264	0.006011	NA	NA	0.0009859	NA	NA	NA	0.006011	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter"
"Psychrobacter arenosus"	"S"	256326	56	NA	NA	45	56	47	47	NA	0.000637	NA	NA	0.0005042	0.000637	0.0005345	0.0005358	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae>Psychrobacter"
"Pseudomonas sp. phDV1"	"S"	253237	9001	NA	NA	5853	9001	8863	8677	2464	0.1024	NA	NA	0.06558	0.1024	0.1008	0.09892	0.05611	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. BIOMIG1BAC"	"S"	1758730	4306	NA	NA	3319	3056	2942	2860	4306	0.09805	NA	NA	0.03719	0.03476	0.03346	0.0326	0.09805	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. B11D7D"	"S"	2735906	1673	NA	NA	1205	1532	1673	1631	910	0.02072	NA	NA	0.0135	0.01743	0.01903	0.01859	0.02072	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. SG20056"	"S"	3074146	964	NA	NA	964	779	827	845	150	0.0108	NA	NA	0.0108	0.00886	0.009405	0.009633	0.003415	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. 905_Psudmo1"	"S"	3038925	998	NA	NA	998	832	865	872	536	0.0122	NA	NA	0.01118	0.009463	0.009837	0.009941	0.0122	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. LPH1"	"S"	1898684	917	NA	NA	714	917	903	888	518	0.01179	NA	NA	0.007999	0.01043	0.01027	0.01012	0.01179	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. A2"	"S"	107445	731	NA	NA	731	NA	67	62	266	0.00819	NA	NA	0.00819	NA	0.0007619	0.0007068	0.006057	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. KHPS1"	"S"	2961531	654	NA	NA	510	648	601	654	327	0.007456	NA	NA	0.005714	0.00737	0.006835	0.007456	0.007446	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. Z8(2022)"	"S"	2962597	490	NA	NA	422	463	462	490	270	0.006148	NA	NA	0.004728	0.005266	0.005254	0.005586	0.006148	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. IT1137"	"S"	3110772	522	NA	NA	522	462	492	484	107	0.005848	NA	NA	0.005848	0.005255	0.005595	0.005518	0.002436	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
"Pseudomonas sp. MM211"	"S"	2866808	320	NA	NA	320	155	149	172	116	0.003585	NA	NA	0.003585	0.001763	0.001694	0.001961	0.002641	"cellular&nbsp;organisms>Bacteria>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>unclassified&nbsp;Pseudomonas"
